genre	espece	autorite	statut	id	id_espece
Bachelotia	antillarum	(Grunow) Gerloff	t	1474	1082
Pilinia	rimosa	Kützing	t	1475	1083
Waerniella	lucifuga	(Kuckuck) Kylin 1947	f	1476	1083
Cladostephus	spongiosus f. verticillatus	(lightfoot) Prud'homme van Reine	t	1477	1084
Cladostephus	verticillatus	(Lightfoot) Lyngbye, nom illeg. 1819.	f	1478	1084
Cylindrocarpus	microscopicus	P.L. Crouan & H.M. Crouan	t	1479	1085
Fucus	vesiculosus f. linearis	(Hudson) H.T. Powell	t	1480	1086
Fucus	vesiculosus var. evesiculosus	Linnaeus, Cotton	f	1481	1086
Herponema	valiantei	(Bornet ex Sauvageau) G. Hamel	t	1482	1087
Hincksia	mitchelliae	(Harvey) P.C. Silva in P.C. Silva	t	1483	1088
Leathesia	difformis	(Linnaeus) Areschoug	t	1484	1072
Mikrosyphar	polysiphoniae	Kuckuck	t	1485	1048
Mikrosyphar	porphyrae	Kuckuck	t	1486	1017
Laminaria	digitata	(Hudson) Lamouroux	t	1487	1066
Cutleria	adspersa	(Mertens ex Roth) De Notaris	t	1488	943
Cutleria	multifida	(J.E. Smith) Greville	t	1489	956
Myriactula	rivulariae	(Suhr in Areschoung) J. Feldmann.	f	1490	1024
Halopteris	scoparium	(Linnaeus) Kützing	f	1491	1078
Stypocaulon	scoparium	(Linnaeus) Sauvageau 1904	t	1492	1078
Mytilus	edulis var. uncinata	Bucquoy, Dautzenberg et Dollfus	f	1493	1378
Rissoa	costata		f	1494	1178
Retusa	alba		f	1495	1266
Eolis	alba		f	1496	1354
Patella	vulgata var. secernenda	Dautzenberg	f	1497	1089
Patella	vulgata var. conica	Brown	f	1498	1089
Patella	vulgata var. communis	Brown	f	1499	1089
Patella	tarentina	Lamarck	f	1500	1089
Ansates	pellucida	(Linnaeus, 1758)	t	1501	1511
Helsion	pellucidus	Linnaeus	f	1502	1511
Helsion	pellucidus var. laevis	Pennant  	f	1503	1511
Helsion	pellucidum	Linnaeus	f	1504	1511
Patina	pellucida	Linnaeus	f	1505	1511
Tectura	virginea	(Müller O.F., 1776)	t	1506	1105
Patelloida	virginea		f	1507	1105
Diodora	graeca	(Linnaeus, 1758)	t	1508	1106
Fissurella	graeca	Linnaeus	f	1509	1106
Fissurella	reticulata		f	1510	1106
Syndesmya	alba	Wood	f	1511	1461
Fissurella	mamillata	Risso	f	1512	1106
Capiluna	mamillata	Risso	f	1513	1106
Diodora	apertura	(Montagu)	f	1514	1106
Emarginula	fissura	(Linnaeus, 1758)	t	1515	1107
Emarginula	rosea	Bell, 1824	t	1516	1090
Emarginula	rubra	Lamarck	f	1517	1090
Holochiton	cajetanus		f	1518	1093
Dondersia	banyulensis	Pruvot, 1890	f	1519	1140
Nematomenia	banyulensis	(Pruvot, 1890)	t	1520	1140
Lepidomenia	hystrix	Marion et Kovalesky in Fischer, 1885	t	1521	1141
Neomenia	carinata	Tullberg, 1875	t	1522	1142
Paramenia	sierra	Pruvot, 1890	f	1523	1143
Eleutheromenia	sierra	(Pruvot,1890)	t	1524	1143
Biserramenia	psammobionta	Salvini-Plawen, 1967	t	1525	1144
Lepidopleurus	cajetanus	(Poli, 1791)	t	1526	1093
Lepidopleurus	asellus	(Gmelin, 1791)	t	1527	1094
Chiton	cancellatus	Sowerby, 1840	f	1528	1095
Lepidopleurus	cancellatus	Sowerby, 1840	f	1529	1095
Leptochiton	cancellatus	(Sowerby, 1840)	t	1530	1095
Lepidochiton	cancellatus		f	1531	1095
Leptochiton	scabridus	(Jeffreys, 1880)	t	1532	1096
Hanleya	hanleyi	(Bean in Thorpe, 1844)	t	1533	1097
Callochiton	septemvalvis	(Montagu, 1803)	t	1534	1098
Callochiton	laevis	(Montagu)	f	1535	1098
Chiton	laevis	Pennant 1777	f	1536	1098
Callochiton	achatinus	(Brown)	f	1537	1098
Lepidochitona	cinerea	(Linnaeus, 1767)	t	1538	1099
Ischnochiton	cinereus	?	f	1539	1099
Trachydermon	cinereus	?	f	1540	1099
Lepidopleurus	cinereus	Dautzenberg & Durouchoux 1906	f	1541	1099
chiton	marginatus	Pennant 1777	f	1542	1099
Lepidochiton	cinereus	Linnaeus,	f	1543	1099
Chiton	cinereus		f	1544	1099
Acanthochitona	crinita	(Pennant, 1777)	t	1545	1100
Acanthochites	fascicularis var. cinnabrina	Dautzenberg & Durouchoux 1906	f	1546	1100
Acanthochites	fascicularis	Vlès in D & F 1925	f	1547	1100
Acanthochites	fascicularis var. lutescens	Dautzenberg & Durouchoux 1906	f	1548	1100
Acanthochitona	crinitus	Pennant 1777	f	1549	1100
Chiton	fascicularis	(Linnaeus, 1767)	f	1550	1100
Chiton	fascicularis	(Linnaeus, 1767)	f	1551	1102
Acanthochitona	fascicularis	(Linnaeus, 1767)	t	1552	1102
Acanthochitona	discrepans	(Brown, 1827)	f	1553	1102
Acanthochites	discrepans		f	1554	1102
Chiton	discrepans	Brown, 1827	f	1555	1102
Acanthochitona	communis		f	1556	1102
Patella	intermedia	Murray in Knapp 1857  	t	1557	1103
Patella	intermedia var.marteli		f	1558	1103
Patella	intermedia var. taslei		f	1559	1103
Patella	intermedia var. splendida		f	1560	1103
Patella	ulyssiponensis	Gmelin, 1791	t	1561	1104
Patella	aspera	Lamarck 1822  	f	1562	1104
Patella	tarentina	Salis 1793 	f	1563	1104
Patella	depressa var. ex-col. ochracea	Dautzenberg et Fischer	f	1564	1104
Patella	depressa var. athletica	Bean	f	1565	1104
Patella	vulgata	Linnaeus, 1758	t	1566	1089
Patella	vulgata var. aurea	Martel	f	1567	1089
Acmea	virginea	Müller	f	1568	1105
Raphitoma	leufroyi	(Michaud, 1828)	t	1569	1111
Chlamys	furtiva		f	1570	1392
Venus	decussata		f	1571	1474
Irus	irus	(Linnaeus, 1758)	t	1572	1475
Venerupis	irus	(Linné)	f	1573	1475
Paphia	aurea	(Gmelin, 1791)	t	1574	1476
Tapes	aureus var. ex-forma rostrata	Locard	f	1575	1476
Tapes	aureus var. ex-col. citrina nov. var.		f	1576	1476
Tapes	aureus var. ex-col. partita	Bucquoy, Dautzenberg et	f	1577	1476
Tapes	aureus	Gmelin	f	1578	1476
Tapes	aureus var. ex-col. albida	Bucquoy, Dautzenberg et D	f	1579	1476
Pullastra	aureus	Gmelin	f	1580	1476
Tapes	aureus var. ex-forma major	Bucquoy, Dautzenberg et D	f	1581	1476
Emarginula	conica	Schumacher	f	1582	1090
Haliotis	tuberculata tuberculata	Linnaeus, 1758	t	1583	1114
Haliotis	tuberculata	Linnaeus, 1758	f	1584	1114
Clelandella	miliaris	(Brocchi, 1814)	t	1585	1115
Cantharidus	clelandi	(Wood)	f	1586	1115
Jujubinus	exasperatus	(Pennant, 1777)	t	1587	1118
Calliostoma	exasperatum		f	1588	1118
Jujubinus	exasperatum		f	1589	1118
Cantharidus	exasperatus		f	1590	1118
Jujubinus	montagui	(Wood, 1828)	t	1591	1119
Calliostoma	montagui		f	1592	1119
Cantharidus	montagui		f	1593	1119
Calliostoma	striatum		f	1594	1124
Jujubinus	striatus	(Linnaeus, 1758)	t	1595	1124
Jujubinus	striatum		f	1596	1124
Zizyphinus	aequistriatus		f	1597	1124
Cantharidus	striatus		f	1598	1124
Trochus	striatus		f	1599	1124
Zizyphinus	striatus		f	1600	1124
Gibbula	cineraria	(Linnaeus, 1758)	t	1601	1125
Trochus	cinerarius		f	1602	1125
Gibbula	magus	(Linnaeus, 1758)	t	1603	1126
Gibbula	maga		f	1604	1126
Trochus	magus		f	1605	1126
Gibbula	pennanti	(Philippi, 1846)	t	1606	1127
Gibbula	tumida	(Montagu, 1803)	t	1607	1128
Trochus	tumidus		f	1608	1128
Gibbula	umbilicalis	(da Costa, 1778)	t	1609	1123
Gibbula	obliquata		f	1610	1123
Trochus	umbilicalis		f	1611	1123
Osilinus	lineatus	(da Costa, 1778)	t	1612	1129
Trochus	crassus	Pulteney	f	1613	1129
Trochus	lineatus		f	1614	1129
Trochocochlea	lineata		f	1615	1129
Gibbula	lineata		f	1616	1129
Monodonta	fragarioïdes	Collard des Cherres	f	1617	1129
Calliostoma	zizyphinum	(Linnaeus, 1758)	t	1618	1145
Zizyphinus	conulus		f	1619	1145
Trochus	conuloides		f	1620	1145
Trochus	zizyphinus		f	1621	1145
Calliostoma	zizyphinus var. conuloides		f	1622	1145
Calliostoma	granulatum	(Born, 1778)	t	1623	1146
Calliostoma	papillosum		f	1624	1146
Skenea	serpuloides	(Montagu, 1808)	t	1625	1147
Cyclostrema	serpuloides	Montagu	f	1626	1147
Tubiola	serpuloides	Montagu	f	1627	1147
Dikoleps	cutleriana	(Clark, 1848)	t	1628	1148
Skenea	cutleriana	Clark	f	1629	1148
Cyclostrema	cutlerianum	Clark	f	1630	1148
Skenea	nitens	Philippi	f	1631	1149
Cyclostrema	nitens	Philippi	f	1632	1149
Dikoleps	pusilla	(Jeffreys, 1847)	t	1633	1149
Tricolia	pullus picta	(da Costa, 1778)	t	1634	1150
Phasianella	pullus		f	1635	1150
Eudora	pullus		f	1636	1150
Phasianella	pullus var. ex. col. Lactea	Dautzenberg et Durouchoux	f	1637	1150
Phasianella	pullus var. ex. col. bicolor	Monterosato	f	1638	1150
Phasianella	pullus var. ex. col. nigricans	Dautzenberg et Durouchoux	f	1639	1150
Turbo	pullus		f	1640	1150
Tricolia	pullus		f	1641	1150
Phasianella	pulla		f	1642	1150
Bittium	simplex	(Jeffreys, 1867)	t	1643	1151
Bittium	reticulatum	(da Costa, 1778)	t	1644	1152
Cerithium	reticulatum		f	1645	1152
Turritella	communis	Risso, 1826	t	1646	1153
Turritella	communis var. ex-col. nivea	Jeffreys	f	1647	1153
Turritella	communis var. turbona	Monterosato	f	1648	1153
Littorina	arcana	Hannaford-Ellis, 1978	t	1649	1154
Littorina	littorea	(Linnaeus, 1758)	t	1650	1155
Littorina	littorea var ex-forma vulgaris	Linnaeus	f	1651	1155
Littorina	littorea var ex-forma major	Dautzenberg et Durouchoux	f	1652	1155
Littorina	littorea var ex-col aurancia	Dautzenberg et Fischer	f	1653	1155
Littorina	littorea var ex-forma vulgaris	Linnaeus	f	1654	1155
Littorina	fabalis	(Turton, 1825)	t	1655	1156
Littorina	mariae	Sacchi et Rastelli, 1966	f	1656	1156
Littorina	compressa	Jeffreys, 1865	t	1657	1157
Littorina	saxatilis subsp. nigrolineata	Gray	f	1658	1157
Littorina	obtusata	(Linnaeus, 1758) s.l.	t	1659	1158
Littorina	obtusata var. ex-col. fusca	 Menke	f	1660	1158
Littorina	obtusata subsp. littoralis	 Linné	f	1661	1158
Littorina	obtusata var reticulata	Lister	f	1662	1158
Littorina	obtusata var. ex-col. aurantia	Dautzenberg et F	f	1663	1158
Littorina	obtusata var. ex-forma retusa	Lamarck	f	1664	1158
Littorina	obtusata var. ex-col. oliva	Dautzenberg et Fisc	f	1665	1158
Littorina	littoralis		f	1666	1158
Littorina	obtusata var. ex-col. rubens	Menke	f	1667	1158
Littorina	obtusata var. ex-col. albescens	Dautzenberg et	f	1668	1158
Littorina	obtusata var. ex-col. ornata	Daniel	f	1669	1158
Littorina	saxatilis	(Olivi, 1792) s.l.	t	1670	1091
Littorina	saxatilis subsp. rudis	 Maton	f	1671	1091
Littorina	saxatilis var ex-col albida	Dautzenberg	f	1672	1091
Littorina	saxatilis var ex-col fusca	Dautzenberg et Fischer	f	1673	1091
Littorina	saxatilis var ex-col miniata	Dautzenberg et Fischer	f	1674	1091
Littorina	saxatilis var ex-col zonaria	Bean	f	1675	1091
Littorina	saxatilis var ex-col aurantia	Dautzenberg	f	1676	1091
Littorina	rudis	Maton	f	1677	1091
Littorina	saxatilis var ex-col lutea	Dautzenberg et Durouchoux	f	1678	1091
Littorina	saxatilis subsp. tenebrosa	Montagu	f	1679	1091
Littorina	saxatilis var ex-col lutea	Dautzenberg et Durouchoux	f	1680	1091
Melaraphe	neritoides	(Linnaeus, 1758)	t	1681	1092
Littorina	neritoides		f	1682	1092
Lacuna	pallidula	(da Costa, 1778)	t	1683	1159
Lacuna	parva	(da Costa, 1778)	t	1684	1160
Lacuna	parva var. ex-col. lactea	Jeffreys	f	1685	1160
Lacuna	crassior	(Montagu, 1803)	t	1686	1161
Lacuna	vincta	(Montagu, 1803)	t	1687	1162
Epheria	vincta		f	1688	1162
Skeneopsis	planorbis	(Fabricius, 1780)	t	1689	1163
Skenea	planorbis		f	1690	1163
Eatonina	fulgida	(Adams, 1797)	t	1691	1164
Rissoa	fulgida var. ex-col. pallida	Jeffreys	f	1692	1164
Cingula	fulgida		f	1693	1164
Rissoa	guerinii	Récluz, 1843	t	1694	1165
Apicularia	guerini		f	1695	1165
Rissoa	membranacea	(Adams, 1800)	t	1696	1166
Rissoa	membranacea var. labiosa	Montagu	f	1697	1166
Rissoa	labiosa		f	1698	1166
Rissoa	lilacina	Récluz, 1843	t	1699	1167
Persephona	lilacina		f	1700	1167
Rissoa	violacea		f	1701	1167
Rissoa	parva	(da Costa, 1778)	t	1702	1168
Turbella	parva		f	1703	1168
Rissoa	parva var. ex-col fuscata	Brown	f	1704	1168
Alvania	beani	(Hanley in Thorpe, 1844)	t	1705	1169
Alvania	beanii	(Hanley in Thorpe, 1844)	f	1706	1169
Rissoa	reticulata	Montagu	f	1707	1169
Alvania	reticulata		f	1708	1169
Alvania	cancellata	(da Costa, 1778)	t	1709	1170
Rissoa	cancellata		f	1710	1170
Acinopsis	cancellata		f	1711	1170
Alvania	carinata	(da Costa, 1778)	t	1712	1171
Rissoa	carinata		f	1713	1171
Galeodina	carinata		f	1714	1171
Rissoa	striatula		f	1715	1171
Alvania	cimicoides	(Forbes, 1844)	t	1716	1172
Alvania	calathus	(Forbes et Hanley, )	f	1717	1172
Alvania	jeffreysi	(Waller, 1864)	t	1718	1173
Alvania	punctura	(Montagu, 1803)	t	1719	1174
Rissoa	punctura		f	1720	1174
Alvania	zetlandica	(Montagu, 1815)	t	1721	1175
Cingula	trifasciata	(Adams, 1800)	t	1722	1176
Rissoa	trifasciata		f	1723	1176
Rissoa	cingulus		f	1724	1176
Rissoa	trifasciata var. rupestris	Forbes	f	1725	1176
Crisilla	semistriata	(Montagu, 1808)	t	1726	1177
Rissoa	semistriata		f	1727	1177
Cingula	semistriata		f	1728	1177
Manzonia	crassa	(Kanmacher, 1798)	t	1729	1178
Alvania	crassa		f	1730	1178
Manzonia	costata		f	1731	1178
Obtusella	intersecta	(Wood, 1857)	t	1732	1179
Cingula	alderi		f	1733	1179
Onoba	aculeus	(Gould, 1841)	t	1734	1180
Rissoa	striata var. ex-forma et col. arctica		f	1735	1180
Rissoa	proxima		f	1736	1180
Onoba	semicostata	(Montagu, 1803)	t	1737	1181
Rissoa	striata		f	1738	1181
Onoba	striata		f	1739	1181
Cingula	semicostata		f	1740	1181
Pusillina	inconspicua	(Alder, 1844)	t	1741	1182
Rissoa	inconspicua		f	1742	1182
Sabanea	inconspicua		f	1743	1182
Pusillina	sarsii	(Lovén, 1846)	t	1744	1183
Rissoa	albella		f	1745	1183
Barleeia	unifasciata	(Montagu, 1803)	t	1746	1184
Barleeia	rubra		f	1747	1184
Barleea	rubra var. ex-col. unifasciata	Montagu	f	1748	1184
Barleea	rubra var. ex-col. pallida	Jeffreys	f	1749	1184
Caecum	glabrum	(Montagu, 1803)	t	1750	1185
Brochina	glabrum		f	1751	1185
Caecum	trachea	(Montagu, 1803)	t	1752	1186
Caecum	imperforatum	(Kanmacher)	f	1753	1186
Caecum	imperfectum	(Kanmacher)	f	1754	1186
Hydrobia	ulvae	(Pennant, 1777)	t	1755	1187
Rissoa	ulvae		f	1756	1187
Peringia	ulvae		f	1757	1187
Hydrobia	ventrosa	(Montagu, 1803)	t	1758	1188
Potamopyrgus	jenkinsi	(Smith, 1889)	f	1759	1189
Potamopyrgus	antipodarum	J.E. Gray, 1843)	t	1760	1189
Ceratia	proxima	(Forbes et Hanley, 1850)	t	1761	1190
Cingula	proxima		f	1762	1190
Tornus	subcarinatus	(Montagu, 1803)	t	1763	1191
Adeorbis	subcarinatus	Montagu	f	1764	1191
Aporrhais	pes-pelecani	(Linnaeus, 1758)	t	1765	1192
Aporrhais	pespelecani	(Linnaeus, 1758)	f	1766	1192
Calyptraea	chinensis	(Linnaeus, 1758)	t	1767	1196
Calyptra	chinensis		f	1768	1196
Crepidula	fornicata	(Linnaeus, 1758)	t	1769	1197
Capulus	ungaricus	(Linnaeus, 1758)	t	1770	1198
Lamellaria	latens	(Müller, 1776)	t	1771	1199
Lamellaria	perspicua	(Linnaeus, 1758)	t	1772	1200
Marsenia	perspicua		f	1773	1200
Velutina	velutina	(Müller, 1776)	t	1774	1201
Velutina	capuloidea		f	1775	1201
Trivia	arctica	(Pulteney, 1799)	t	1776	1202
Trivia	monacha	(da Costa, 1778)	t	1777	1203
Trivia	arctica var. europaea	 Montagu	f	1778	1203
Erato	voluta	(Montagu, 1803)	t	1779	1204
Simnia	patula	(Pennant, 1777)	t	1780	1205
Ovula	patula		f	1781	1205
Euspira	catena	(da Costa, 1778)	t	1782	1206
Natica	catena		f	1783	1206
Naticina	catena		f	1784	1206
Lunatia	catena		f	1785	1206
Euspira	montagui	(Forbes, 1838)	t	1786	1207
Natica	montagui		f	1787	1207
Euspira	pulchella	(Risso, 1826)	t	1788	1208
Natica	alderi		f	1789	1208
Natica	nitida var. ex-col. alderi		f	1790	1208
Natica	poliana		f	1791	1208
Natica	nitida		f	1792	1208
Naticina	nitida		f	1793	1208
Cabestana	cutacea	(Linnaeus, 1767)	t	1794	1209
Cymatium	cutaceum		f	1795	1209
Marshallora	adversa	(Montagu, 1803)	t	1796	1210
Triforis	perversa var. adversa	Montagu	f	1797	1210
Trifora	perversa	(Linné)	f	1798	1210
Cerithium	perversum		f	1799	1210
Cerithiopsis	barleei	Jeffreys, 1867)	t	1800	1211
Cerithiopsis	jeffreysi	Watson, 1885	t	1801	1212
Cerithiopsis	pulchella		f	1802	1212
Cerithiopsis	tubercularis	(Montagu, 1803)	t	1803	1213
Cerithiopsis	clarkii	Forbes & Hanley	f	1804	1213
Aclis	ascaris	(Turton, 1819)	t	1805	1214
Aclis	gulsonae	(Clark W., 1850)	t	1806	1215
Pherusina	gulsonae	 (Clark)	f	1807	1215
Aclis	walleri	Jeffreys, 1867	t	1808	1216
Epitonium	clathratulum	(Kanmacher, 1798)	t	1809	1217
Clathrus	clathratulus	(Adams)	f	1810	1217
Scala	clathratula		f	1811	1217
Hyaloscala	clathratula		f	1812	1217
Epitonium	commune	(Lamarck, 1822)	t	1813	1219
Clathrus	clathrus	(Linné)	f	1814	1219
Scala	communis		f	1815	1219
Clathrus	communis		f	1816	1219
Eulima	bilineata	Alder, 1848	t	1817	1220
Eulima	trifasciata	(Adams)	f	1818	1220
Subularia	bilineata		f	1819	1220
Haliella	stenostoma	(Jeffreys, 1858)	t	1820	1512
Eulima	stenostoma	Jeffreys, 1858	f	1821	1512
Melanella	alba	(da Costa, 1778)	t	1822	1221
Balcis	alba		f	1823	1221
Melania	gervillii	Collard des Cherres, 1830	f	1824	1221
Eulima	polita	Linné	f	1825	1221
Eulima	alba	(da Costa)	f	1826	1221
Melanella	lubrica	(Monterosato, 1890)	t	1827	1222
Balcis	lubrica	Monterosato	f	1828	1222
Melanella	monterosatoi	(Monterosato, 1890)	t	1829	1223
Balcis	monterosatoi	(Monterosato)	f	1830	1223
Pelseneeria	stylifera	(Turton, 1825)	t	1831	1224
Stilifer	stilifer	(Turton)	f	1832	1224
Vitreolina	philippi	(de Rayneval & Ponzi, 1854)	t	1833	1225
Eulima	incurva		f	1834	1225
Vitreolina	incurva		f	1835	1225
Balcis	incurva		f	1836	1225
Ocenebra	erinaceus	(Linnaeus, 1758)	t	1837	1226
Murex	erinaceus		f	1838	1226
Ocinebra	erinaceus var. tarentina	Lamarck	f	1839	1226
Ocinebra	erinaceus var. cingulifera	Lamarck	f	1840	1226
Ocinebra	erinaceus var. ex-col. viriditincta	Dautzenberg et Fischer	f	1841	1226
Ocinebra	erinaceus var. candida	Dautzenberg	f	1842	1226
Ocenebra	erinacea	(Linné)	f	1843	1226
Ocinebrina	aciculata	(Lamarck, 1822)	t	1844	1227
Ocinebra	corallina var. inconspicua	Sowerby	f	1845	1227
Fusus	corallinus		f	1846	1227
Ocenebra	corallina	(Scacchi)	f	1847	1227
Ocenebra	aciculata	Lamarck	f	1848	1227
Trophonopsis	muricatus	(Montagu, 1803)	t	1849	1228
Trophon	muricatus		f	1850	1228
Nucella	lapillus	(Linnaeus, 1758)	t	1851	1229
Purpura	lapillus		f	1852	1229
Polytropa	lapillus		f	1853	1229
Purpura	lapillus var. celtica	Locard	f	1854	1229
Purpura	lapillus var. bizonalis	Lamarck	f	1855	1229
Purpura	lapillus var. fusco-apicata Dautzenberg et Fischer		f	1856	1229
Purpura	lapillus var. castanea	Dautzenberg	f	1857	1229
Purpura	lapillus var. caerulescens	Dautzenberg	f	1858	1229
Purpura	lapillus var. celtica	Locard	f	1859	1229
Purpura	lapillus var. filosa	Gmelin	f	1860	1229
Buccinum	undatum	(Linnaeus, 1758)	t	1861	1230
Chauvetia	brunnea	(Donovan, 1804)	t	1862	1231
Donovania	minima	(Montagu)	f	1863	1231
Colus	gracilis	(da Costa, 1778)	t	1864	1232
Colus	jeffreysianus	(Fischer P., 1868)	t	1865	1131
Sipho	jeffreysianus (Fischer)	jeffreysianus (Fischer)	f	1866	1131
Neptunea	antiqua	(Linnaeus, 1758)	t	1867	1132
Fusus	antiquus	Linné	f	1868	1132
Nassarius	incrassatus	(Ström, 1768)	t	1869	1133
Nassa	incrassata		f	1870	1133
Nassa	incrassata var. rosacea	Risso	f	1871	1133
Nassa	ambigua	Montagu	f	1872	1133
Hima	incrassata	(Ström)	f	1873	1133
Nassarius	pygmaeus	(Lamarck, 1822)	t	1874	1134
Nassa	pygmaea		f	1875	1134
Hima	pygmaea		f	1876	1134
Nassarius	reticulatus	(Linnaeus, 1758)	t	1877	1135
Nassa	reticulata var. viriditincta	Dautzenberg et Fischer	f	1878	1135
Nassa	reticulata		f	1879	1135
Hinia	reticulata		f	1880	1135
Bela	nebula	(Montagu, 1803)	t	1881	1136
Pleurotoma	nebula	Montagu	f	1882	1136
Raphitoma	nebula		f	1883	1136
Mangelia	nebula		f	1884	1136
Mangelia	attenuata	(Montagu, 1803)	t	1885	1137
Mangelia	costata	(Donovan, 1804)	t	1886	1138
Pleurotoma	costata		f	1887	1138
Philbertia	costata	(Donovan)	f	1888	1138
Mangilia	costata		f	1889	1138
Mangelia	costata		f	1890	1138
Oenopota	rufa	(Montagu, 1803)	t	1891	1139
Lora	rufa		f	1892	1139
Pleurotoma	rufa		f	1893	1139
Haedropleura	septangularis	(Montagu, 1803)	t	1894	1101
Pleurotoma	septangularis		f	1895	1101
Philbertia	septangularis		f	1896	1101
Raphitoma	aequalis	(Jeffreys, 1867)	t	1897	1108
Philbertia	linearis aequalis	Jeffreys	f	1898	1108
Raphitoma	linearis	(Montagu, 1803)	t	1899	1109
Philbertia	linearis		f	1900	1109
Pleurotoma	linearis		f	1901	1109
Pleurotomoides	linearis		f	1902	1109
Raphitoma	purpurea	(Montagu, 1803)	t	1903	1110
Philbertia	purpurea	(Montagu)	f	1904	1110
Pleurotoma	purpurea	(Montagu)	f	1905	1110
Pleurotomoides	purpurea	(Montagu)	f	1906	1110
Pleurotoma	purpurea var. bicolor	Risso	f	1907	1110
Philbertia	leufroyi	Michaud	f	1908	1111
Comarmondia	gracilis	(Montagu, 1803)	t	1909	1112
Philbertia	gracilis	(da Costa)	f	1910	1112
Rissoella	diaphana	(Alder, 1848)	t	1911	1113
Jeffreysia	diaphana	Alder	f	1912	1113
Rissoella	globularis	(Forbes et Hanley, 1853)	t	1913	1116
Jeffreysia	globularis	Jeffreys	f	1914	1116
Rissoella	opalina	(Jeffreys, 1848)	t	1915	1117
Omalogyra	atomus	(Philippi, 1841)	t	1916	1120
Homalogyra	atomus		f	1917	1120
Ammonicera	fischeriana	(Monterosato, 1869)	t	1918	1121
Cima	minima	(Jeffreys, 1858)	t	1919	1122
Graphis	albida	(Kanmarcher, 1798)	t	1920	1130
Chrysallida	decussata	(Montagu, 1803)	t	1921	1233
Pyrgulina	decussata	(Montagu)	f	1922	1233
Chrysallida	excavata	(Philippi, 1836)	t	1923	1234
Miralda	excavata	(Philippi)	f	1924	1234
Chrysallida	fenestrata	(Jeffreys, 1848)	t	1925	1235
Turbonilla	fenestrata	(Forbes)	f	1926	1235
Tragula	fenestrata	(Forbes)	f	1927	1235
Chrysallida	indistincta	(Montagu, 1808)	t	1928	1236
Chemnitzia	indistincta		f	1929	1236
Chrysallida	nivosa	(Montagu, 1803)	t	1930	1237
Odostomia	nivosa	Montagu	f	1931	1237
Chrysallida	interstincta	(Brown, 1827)	t	1932	1238
Chrysallida	obtusa	(Brown)	f	1933	1238
Pyrgulina	interstica	(Montagu)	f	1934	1238
Parthenina	interstica	(Montagu)	f	1935	1238
Chrysallida	pellucida	(Dillwyn, 1817	t	1936	1239
Chrysallida	spiralis	(Montagu)	f	1937	1239
Chrysallida	terebellum	(Philippi, 1844)	t	1938	1240
Chrysallida	moulinsiana	(Fischer)	f	1939	1240
Chrysallida	truncatula	(Jeffreys, 1850)	t	1940	1241
Odostomia	truncatula	Jeffreys	f	1941	1241
Eulimella	acicula	(Philippi, 1836)	t	1942	1242
Eulimella	laevis	(Brown)	f	1943	1242
Eulimella	ventricosa	(Forbes, 1844)	t	1944	1243
Eulimella	gracilis	(Jeffreys)	f	1945	1243
Odostomia	acuta	Jeffreys, 1848	t	1946	1244
Odontostomia	acuta var. umbilicata	Alder	f	1947	1244
Odostomia	carrozzai	van Aartsen, 1987	t	1948	1245
Odostomia	albella	(Loven)	f	1949	1245
Odostomia	conoidea	(Brocchi, 1814)	t	1950	1246
Odontostomia	conoidea	(Brocchi)	f	1951	1246
Odostomia	conspicua	Alder, 1850	t	1952	1247
Odontostomia	conspicua	Alder	f	1953	1247
Megastomia	conspicua	Alder	f	1954	1247
Odostomia	eulimoides	Hanley, 1844	t	1955	1248
Odostomia	lukisi	Jeffreys, 1859	t	1956	1249
Odostomia	plicata	(Montagu, 1803)	t	1957	1250
Odontostomia	plicata	(Montagu)	f	1958	1250
Odostomia	scalaris	MacGillivray, 1843	t	1959	1251
Odostomia	rissoides	(Hanley)	f	1960	1251
Odostomia	turrita	Hanley, 1844	t	1961	1252
Odostomia	unidentata	(Montagu, 1803)	t	1962	1253
Odontostomia	unidentata	(Montagu)	f	1963	1253
Noemiamea	dolioliformis	(Jeffreys, 1848)	t	1964	1254
Ondina	diaphana	(Jeffreys, 1848)	t	1965	1255
Odostomia	perezi	(Dautzenberg et Fischer)	f	1966	1255
Evalea	diaphana	(Jeffreys)	f	1967	1255
Odontostomia	perezi	(Dautzenberg et Fischer)	f	1968	1255
Auristomia	perezi	(Dautzenberg et Fischer)	f	1969	1255
Ondina	divisa	(Adams J., 1797)	t	1970	1256
Evalea	divisa	(J. Adams)	f	1971	1256
Evalea	divisa  var. laevissima	(J. Adams)	f	1972	1256
Ondina	obliqua	(Alder, 1844)	t	1973	1257
Menestho	obliqua	(Alder)	f	1974	1257
Evalea	obliqua	Alder	f	1975	1257
Odontostomia	obliqua	Alder	f	1976	1257
Ondina	obliqua	Alder	f	1977	1257
Ondina	warreni	(Thompson, 1845)	t	1978	1258
Evalea	warreni	(Thompson)	t	1979	1258
Turbonilla	elegantissima	(Montagu)	f	1980	1193
Chemnitzia	elegantissima		f	1981	1193
Chemnitzia	lactea	Linné	f	1982	1193
Turbonilla	pusilla	(Philippi, 1844)	t	1983	1194
Turbonilla	innovata	Monterosato	f	1984	1194
Chemnitzia	pusilla	Philippi	f	1985	1194
Chemnitzia	pusilla	Philippi	f	1986	1194
